,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
254,Donell Taylor,WAS,23,6,1,5,16.8,5.8,2,5.5,36.4,0.3,1,33.3,1.5,2,75,0.3,1.2,1.5,1.5,1.2,0.7,0.2,2.5,11.2,0,0,-2.8,398672,7.97E-05
254,Tyson Chandler,CHI,23,6,3,3,22.8,5.8,2.2,4.8,44.8,0,0,0,1.5,3.2,47.4,1.8,4.2,6,1,1.2,0.8,1.2,2.8,19.4,0,0,-0.8,8299670,0.001659934
256,Nick Van Exel,SAS,34,5,0,5,15.1,5.8,1.8,3.8,47.4,1.2,1.8,66.7,1,1,100,0,0.6,0.6,2.6,0.6,0.2,0,0.8,10.4,0,0,-1.2,719373,0.0001438746
257,Jarrett Jack,POR,22,4,1,3,17.1,5.8,1.8,6.5,26.9,1,3,33.3,1.3,1.3,100,0.3,1.8,2,2.3,1.8,0.5,0,1.5,11.3,0,0,-5,1058640,0.000211728
258,Earl Watson,SEA,27,7,6,1,18.4,5.7,2,3.9,51.9,1,1.9,53.8,0.7,0.9,83.3,0.1,1.3,1.4,3,2.3,0.4,0,2.4,10.9,0,0,-2,5000000,0.001
259,Alex Scales,SAS,27,6,2,4,13,5.7,1.5,3.3,45,0.3,1,33.3,2.3,2.8,82.4,0,1.3,1.3,1.2,0.5,0.7,0,1.5,10.5,0,0,-2.5,,
259,Marko Jaric,MIN,27,3,2,1,29.7,5.7,2.3,8,29.2,0,2.7,0,1,2,50,0.3,1,1.3,7.3,1.7,1.3,0.7,3,22.6,0,0,5.3,5280528,0.0010561056
259,Nikoloz Tskitishvili,PHX,23,6,2,4,20.2,5.7,2.2,5.3,40.6,0,0.3,0,1.3,1.7,80,1.7,3.2,4.8,1.3,2,0.5,0.3,3.2,14,0,0,-5.5,745248,0.0001490496
259,Rafer Alston,HOU,29,6,5,1,30.4,5.7,2,5.7,35.3,0.7,2.8,23.5,1,1.5,66.7,0.2,3.5,3.7,4.2,2.3,1.7,0,3.2,19,0,0,4,3850000,0.00077
259,Richie Frahm,HOU,28,6,2,4,20.3,5.7,2,5.5,36.4,1.2,4,29.2,0.5,0.5,100,0.8,2,2.8,1.2,0.3,0.2,0.3,2.3,12,0,0,-1.2,745248,0.0001490496
259,Udonis Haslem,MIA,26,6,2,4,21.2,5.7,1.8,5.8,31.4,0,0,0,2,3,66.7,2,5.5,7.5,0.8,2,0.7,0.3,2.8,16.9,0,0,-8,5000000,0.001
265,Awvee Storey,WAS,29,5,1,4,15,5.6,2.6,5.6,46.4,0.2,0.2,100,0.2,0.4,50,2.4,1.8,4.2,0.6,1,0.2,0,2.4,11.1,0,0,-3.8,641748,0.0001283496
265,Devin Brown,UTA,27,5,1,4,16.8,5.6,1.8,4.6,39.1,0,0.4,0,2,2.4,83.3,0.2,0.8,1,0.4,1.4,0.6,0.2,1,8.4,0,0,-3.4,1592400,0.00031848
265,Francisco Elson,DEN,30,5,4,1,20.5,5.6,2.8,5.2,53.8,0,0.4,0,0,0.6,0,1.6,3.2,4.8,0.6,0.6,0.6,0.8,4.4,15.9,0,0,4.6,719373,0.0001438746
265,Fred Jones,IND,27,5,2,3,24,5.6,1.8,7,25.7,0.4,2.4,16.7,1.6,2.6,61.5,0.4,2.8,3.2,2.8,0.4,1.2,0.2,1.2,17.4,0,0,0.2,2328843,0.0004657686
265,Steven Hunter,PHI,24,5,2,3,22.1,5.6,2,4.4,45.5,0,0,0,1.6,2.4,66.7,2,2.6,4.6,0.4,2.2,0,1.4,4.4,13.7,0,0,-4.2,2844828,0.0005689656
270,Jason Maxiell,DET,23,6,3,3,9.2,5.5,2.2,4.2,52,0,0,0,1.2,2.2,53.8,1,2.2,3.2,0,0.8,0.2,0.5,1.3,10.5,0,0,-2.5,905640,0.000181128
270,Josh Powell,DAL,23,6,4,2,18.2,5.5,1.7,3.2,52.6,0,0,0,2.2,2.8,76.5,2.2,1.5,3.7,0.2,3,0.2,0.5,2.2,9.2,0,0,-0.2,641748,0.0001283496
270,Sasha Pavlovic,CLE,22,4,3,1,16.1,5.5,1.8,3.5,50,0.5,1,50,1.5,2.3,66.7,0.5,1.8,2.3,1,0.8,0.3,0,2.5,9.7,0,0,8,1274160,0.000254832
270,Scot Pollard,IND,31,2,1,1,17.8,5.5,2.5,2.5,100,0,0,0,0.5,1,50,1.5,3,4.5,0,0.5,1.5,1,1.5,17.9,0,0,1.5,6274935,0.001254987
274,Devin Green,LAL,23,3,2,1,14.1,5.3,2,4.7,42.9,0.3,1,33.3,1,1.3,75,0.7,1.7,2.3,1.3,0.7,0.7,0,2,11.5,0,0,5.7,398762,7.98E-05
275,Andris Biedrins,GSW,20,4,1,3,21,5.3,2.3,3.8,60,0,0,0,0.8,3.5,21.4,2.5,4.3,6.8,0.8,0.8,0.5,1,2.5,18.2,0,0,6.5,1857360,0.000371472
275,Antoine Wright,NJN,22,4,2,2,15.8,5.3,2,6.3,32,0.3,1.3,20,1,1.8,57.1,1.3,0.8,2,1,2.3,0.3,0.3,2.5,8.4,0,0,-13.5,1461360,0.000292272
275,Cj Miles,UTA,19,4,1,3,11.2,5.3,1.8,6.5,26.9,0.5,2.3,22.2,1.3,1.5,83.3,0.3,1.3,1.5,0.8,0.5,0.5,0,1.5,9.2,0,0,0.8,398761,7.98E-05
275,Charles Smith,DEN,30,4,1,3,19.3,5.3,1.8,6.5,26.9,1.3,3.3,38.5,0.5,0.5,100,0.8,3,3.8,0.8,1,0.5,0.3,1,12.1,0,0,-2.5,719373,0.0001438746
275,Gary Payton,MIA,37,4,2,2,22.8,5.3,1.5,4.3,35.3,0.3,1.3,20,2,2.8,72.7,0.8,1.3,2,4.5,1.3,0.8,0.3,1.5,16.2,0,0,-2.5,719373,0.0001438746
275,Lorenzen Wright,MEM,30,4,2,2,21,5.3,2.3,6.8,33.3,0,0.3,0,0.8,1.5,50,1,4,5,1.3,1,0.8,0,3.8,14.4,0,0,6.3,7700000,0.00154
281,Dan Gadzuric,MIL,28,5,3,2,15.9,5.2,1.8,5,36,0,0,0,1.6,3.2,50,1.8,3.8,5.6,0.4,1.2,1.2,0.4,3.2,16.1,0,0,0.6,4750000,0.00095
281,Dorell Wright,MIA,20,5,2,3,15.4,5.2,2.2,4.2,52.4,0,0,0,0.8,1.2,66.7,0.4,1.6,2,0.8,1.4,0.6,0,1.8,9.2,0,0,-4,1238640,0.000247728
281,Loren Woods,TOR,28,5,3,2,17.6,5.2,1.8,3.4,52.9,0,0,0,1.6,2.6,61.5,1.6,2.2,3.8,1,1.4,0.4,0.8,2,13.5,0,0,6.4,780000,0.000156
284,Doug Christie,DAL,36,7,5,2,21.4,5,2.3,4.7,48.5,0,0.4,0,0.4,0.6,75,0.6,1.9,2.4,2.7,1.1,1.1,0.3,1.9,15.1,0,0,1.1,7500000,0.0015
284,Jackie Butler,NYK,21,6,2,4,13.2,5,2.2,4.5,48.1,0,0,0,0.7,0.8,80,1.2,2.2,3.3,0.7,1,0.8,1,2.8,14.5,0,0,2,641748,0.0001283496
284,Jarvis Hayes,WAS,24,1,0,1,19.5,5,2,5,40,1,3,33.3,0,2,0,0,1,1,0,3,1,0,3,6.2,0,0,-13,2011080,0.000402216
284,Jim Jackson,LAL,35,5,4,1,23.4,5,1.8,5.8,31,1,3.6,27.8,0.4,0.4,100,0.4,3.8,4.2,1.4,1.4,0.2,0.4,2,12.5,0,0,1.2,2640000,0.000528
284,John Edwards,ATL,24,3,0,3,10,5,1.3,3.3,40,0,0,0,2.3,2.7,87.5,0.7,0.7,1.3,0.3,2,0,0.3,3.3,6.1,0,0,-7.3,1000000,0.0002
284,Maciej Lampe,HOU,21,3,1,2,15.4,5,2,5.3,37.5,0,0,0,1,2,50,0.3,2.7,3,0.7,0.7,0,0.3,0.7,9.9,0,0,-2.3,858534,0.0001717068
284,Matt Harpring,UTA,30,1,0,1,15.2,5,2,4,50,0,0,0,1,2,50,0,3,3,0,2,0,1,3,9.6,0,0,-11,5020000,0.001004
284,Mike Wilks,SEA,27,5,2,3,10.8,5,1.6,3.4,47.1,0.4,0.4,100,1.4,2,70,0.8,1.2,2,1.4,0,0.2,0,1.6,10.1,0,0,5.6,771123,0.0001542246
284,Stephen Graham,CLE,24,4,0,4,13.9,5,2,2.8,72.7,0.5,0.8,66.7,0.5,0.5,100,0,1.3,1.3,0.8,1.5,0.3,0,2,6.9,0,0,-9,,
293,Brian Scalabrine,BOS,28,8,3,5,15.9,4.9,1.6,4.3,38.2,0.1,0.6,20,1.5,2,75,1.4,1.4,2.8,0.9,1.4,0.5,0.3,2.3,10.4,0,0,-4.6,2586207,0.0005172414
294,Flip Murray,CLE,26,6,2,4,14.9,4.8,1.5,5.5,27.3,0,1.2,0,1.8,2.2,84.6,0,1.3,1.3,2.5,1,0.8,0.2,0.8,12.2,0,0,0.5,,
295,Antonio Mcdyess,DET,31,5,3,2,21.3,4.8,2.4,6.2,38.7,0,0,0,0,0.4,0,1.4,4.6,6,0.8,1.6,0.8,0.6,3,15.8,0,0,4.4,5393300,0.00107866
295,Jarron Collins,UTA,27,5,1,4,15.2,4.8,2,4.2,47.6,0,0.2,0,0.8,1.2,66.7,0.4,1.2,1.6,1.4,1.2,0,0.2,3.2,8.2,0,0,2.4,1700000,0.00034
295,Mateen Cleaves,SEA,28,5,2,3,11.1,4.8,1.4,3.2,43.8,0.2,0.4,50,1.8,2.2,81.8,0.2,1,1.2,1,1,0.4,0,0.8,7.9,0,0,-4.8,835810,0.000167162
298,Toni Kukoc,MIL,37,7,3,4,18.4,4.7,1.9,5.1,36.1,0.7,2.4,29.4,0.3,0.3,100,0.3,2.7,3,2.1,1.1,0.6,0.3,1.4,13,0,0,2.9,2000000,0.0004
299,Etan Thomas,WAS,28,6,1,5,16.1,4.7,1.5,4.3,34.6,0,0,0,1.7,2.8,58.8,1.7,2.2,3.8,0.3,1.2,0.3,1,2.3,12.6,0,0,-1.3,5393300,0.00107866
300,Samaki Walker,IND,30,8,5,3,17.4,4.6,1.4,3.1,44,0,0,0,1.9,2.9,65.2,1,3.6,4.6,0.3,1.9,0.3,0.5,2,10.9,0,0,-3,,
301,Andre Barrett,TOR,24,5,3,2,8.9,4.6,1.4,3.8,36.8,0,0,0,1.8,2,90,0.4,1.6,2,1.2,1,0.6,0,0.8,9.6,0,0,-6.6,,
301,Robert Whaley,UTA,24,5,1,4,13.8,4.6,2.2,4,55,0,0,0,0.2,0.2,100,1.4,2,3.4,0.4,1,0.4,0.4,2.8,10.7,0,0,-5.4,398762,7.98E-05
303,Jake Tsakalidis,MEM,27,7,5,2,18.5,4.6,1.6,2.7,57.9,0,0,0,1.4,2,71.4,2.1,4,6.1,1,1.4,0.7,0.3,4,15,1,0,1.3,2900000,0.00058
304,Eric Piatkowski,CHI,35,4,2,2,13.2,4.5,1.5,3.8,40,0.8,2,37.5,0.8,1,75,0.8,1,1.8,0.8,0.8,0.3,0,0.8,7.7,0,0,7.3,3000000,0.0006
304,Eric Snow,CLE,33,6,3,3,19.1,4.5,1.2,2.2,53.8,0,0,0,2.2,2.8,76.5,0.5,0.5,1,3.5,0.8,0.7,0.2,2,12.6,0,0,-0.8,5484375,0.001096875
304,Jannero Pargo,CHI,26,4,2,2,9.4,4.5,1.8,6,29.2,0.5,3,16.7,0.5,0.5,100,0,0.3,0.3,0.8,0.5,0.3,0.5,0.5,7.7,0,0,2,895248,0.0001790496
304,Jason Kapono,MIA,25,6,2,4,14.6,4.5,1.7,4,41.7,0.7,1.5,44.4,0.5,0.8,60,0.2,1.3,1.5,0.5,0.3,0.5,0,1.8,8.2,0,0,-7.3,1100000,0.00022
304,Martell Webster,POR,19,4,1,3,16.5,4.5,1.5,6.8,22.2,0.3,2.5,10,1.3,1.5,83.3,0.5,1.8,2.3,1,1,0.5,0,0.5,9.2,0,0,-4,2586120,0.000517224
309,Anthony Johnson,IND,31,7,4,3,19,4.4,1.7,4,42.9,0.1,0.7,20,0.9,1,85.7,0.3,1.6,1.9,1.7,1.1,1,0,1.4,11.1,0,0,-0.9,2420000,0.000484
309,Jacque Vaughn,NJN,31,7,5,2,15.1,4.4,1.4,2.4,58.8,0,0,0,1.6,1.9,84.6,0.3,1,1.3,1.4,1.6,0.3,0,2,7.4,0,0,-3.9,1029873,0.0002059746
311,Arvydas Macijauskas,NOK,26,3,1,2,12.5,4.3,1.3,3,44.4,0.3,1.3,25,1.3,2,66.7,0,0.3,0.3,2,1.3,0,0,0.7,6.4,0,0,-6.7,2500000,0.0005
311,Joel Przybilla,POR,26,3,1,2,26.7,4.3,2,4.7,42.9,0,0,0,0.3,1,33.3,5.7,5.7,11.3,2,3,0,3,3,26.9,0,0,-11.7,1560000,0.000312
311,Moochie Norris,NOK,32,3,3,0,15.9,4.3,1.7,3.3,50,0,0.7,0,1,1,100,0.3,1.7,2,2.3,1,1,0.3,2.3,13.2,0,0,6,4200000,0.00084
314,Anthony Carter,MIN,31,5,2,3,16.6,4.2,1.8,4.2,42.9,0,0,0,0.6,1,60,0.4,1.4,1.8,3.4,1.2,2,0,1.8,16.3,0,0,-4.6,965185,0.000193037
315,Linas Kleiza,DEN,21,6,5,1,10.7,4.2,1.3,4.2,32,0,0,0,1.5,1.7,90,0.7,1.5,2.2,0.5,0.7,0.3,0.2,1.3,8.4,0,0,-4,879360,0.000175872
316,Aaron Williams,NOK,34,1,0,1,19.1,4,1,3,33.3,0,0,0,2,2,100,0,4,4,0,1,1,1,6,13.8,0,0,-5,3375000,0.000675
316,David West,NOK,25,3,2,1,21.1,4,1.7,4.3,38.5,0,0,0,0.7,0.7,100,1.7,4,5.7,2.3,1.7,0,1,3.3,15.6,0,0,-1.3,1334160,0.000266832
316,Eric Williams,TOR,33,1,1,0,13.1,4,1,2,50,0,0,0,2,2,100,0,0,0,0,1,1,0,2,6,0,0,8,3938000,0.0007876
316,James Posey,MIA,29,5,2,3,27,4,1.2,3.6,33.3,0.6,2.2,27.3,1,1.4,71.4,0.6,2.4,3,1.2,1.4,0.4,0,3.4,9.2,0,0,-7.6,5900400,0.00118008
316,John Lucas Iii,HOU,23,4,0,4,8.9,4,1.3,2.8,45.5,0.8,1.3,60,0.8,1,75,0.3,0.5,0.8,1.3,1,0.8,0,1,8,0,0,-2.5,,
316,Malik Allen,CHI,28,3,1,2,10.2,4,1.3,3.7,36.4,0,0,0,1.3,2,66.7,1.3,1,2.3,1,0,0.3,0.3,1.7,10.3,0,0,7.7,1670000,0.000334
316,Mikki Moore,SEA,30,1,0,1,15.2,4,1,4,25,0,0,0,2,2,100,1,0,1,0,1,0,0,2,4.2,0,0,-2,1029873,0.0002059746
316,Pavel Podkolzin,DAL,21,1,0,1,9.4,4,2,4,50,0,0,0,0,0,0,1,3,4,1,1,0,2,3,15.3,0,0,6,1141560,0.000228312
316,Tony Battie,ORL,30,5,4,1,21.2,4,1.4,4.2,33.3,0,0,0,1.2,2,60,1.2,1,2.2,0.4,0.8,0.4,1,3.6,10.6,0,0,0.6,5200000,0.00104
316,Tony Delk,DET,32,1,0,1,10.3,4,2,2,100,0,0,0,0,1,0,0,1,1,2,1,0,0,0,7.2,0,0,-4,2925000,0.000585
326,Dan Dickau,BOS,27,8,3,5,13.8,3.9,1.4,3.9,35.5,0.4,1.6,23.1,0.8,1,75,0,0.4,0.4,1.5,1.3,0.1,0,1.9,5.7,0,0,-8.9,2255350,0.00045107
327,Scott Padgett,NJN,30,7,5,2,18.2,3.9,1.3,3.7,34.6,0.1,1.3,11.1,1.1,1.6,72.7,1.4,1.6,3,1.6,0.9,1.4,0.3,2.7,14.1,0,0,-1,1600000,0.00032
328,Antonio Burks,MEM,26,6,4,2,13,3.8,1.3,4.5,29.6,0,0.2,0,1.2,2,58.3,0,1,1,2.8,0.8,0.3,0,1.7,9.5,0,0,-4.7,641748,0.0001283496
328,James Singleton,LAC,24,6,4,2,15.4,3.8,1,2.5,40,0,0.2,0,1.8,2.2,84.6,1,3.3,4.3,0.2,1,0.3,0.5,1.7,10.8,1,0,0.5,625000,0.000125
330,Billy Thomas,WAS,30,5,0,5,12.2,3.8,1,4,25,0.8,2.4,33.3,1,1.2,83.3,0.2,1.2,1.4,0.2,0.4,0.2,0,0.2,6,0,0,-3.2,,
330,Greg Buckner,DEN,29,5,5,0,19.3,3.8,1.2,3.6,33.3,0.8,2.2,36.4,0.6,1.2,50,0,2.6,2.6,1.8,1.4,0.8,0.4,2.8,11.8,0,0,-0.2,1670000,0.000334
330,Maurice Taylor,NYK,29,5,1,4,11.9,3.8,1.8,3.2,56.3,0,0,0,0.2,0.4,50,0,2,2,1,1.8,0.2,0,2.4,6.5,0,0,-0.4,9100000,0.00182
330,Rasho Nesterovic,SAS,30,5,0,5,20.2,3.8,1.6,3.8,42.1,0,0,0,0.6,0.8,75,1.6,3,4.6,0.4,0.8,0.6,1,3.6,13.9,0,0,-2.8,6720000,0.001344
330,Reggie Evans,DEN,26,5,1,4,19.6,3.8,1,3.6,27.8,0,0,0,1.8,2.4,75,1,4.8,5.8,0.4,1,0.8,0.2,3,13.4,0,0,-1,1760000,0.000352
330,Sharrod Ford,PHX,24,5,0,5,9.7,3.8,1.6,3,53.3,0,0,0,0.6,2,30,0.6,1.2,1.8,0.8,0.4,0.4,1.2,0.8,11.6,0,0,-0.8,,
336,Desagana Diop,DAL,24,8,6,2,20,3.8,1.4,4.9,28.2,0,0,0,1,1.1,88.9,2,2.6,4.6,0.5,1,0.8,2.3,3.5,18.1,0,0,-0.6,2000000,0.0004
337,Monta Ellis,GSW,20,3,1,2,14.3,3.7,1,3,33.3,0.3,1,33.3,1.3,1.3,100,0.3,2.7,3,1.7,2,0.3,0,1.3,8.8,0,0,-0.3,448762,8.98E-05
337,Wayne Simien,MIA,23,6,2,4,9.3,3.7,1.7,2.2,76.9,0,0,0,0.3,0.8,40,0.8,1,1.8,0.2,0.5,0.2,0,1.7,6.1,0,0,2.2,867720,0.000173544
339,James Thomas,CHI,25,5,2,3,15.3,3.6,1.4,2.8,50,0,0,0,0.8,1,80,2.4,2.6,5,0.6,1.2,0.2,0,2.4,9.9,0,0,-1.6,,
340,Adonal Foyle,GSW,31,2,1,1,15.7,3.5,1.5,3.5,42.9,0,0,0,0.5,1,50,2.5,2,4.5,0.5,0,0,1,1.5,12.7,0,0,5.5,7312500,0.0014625
340,Anfernee Hardaway,NYK,34,4,1,3,16.6,3.5,1,2.3,44.4,0,0,0,1.5,1.5,100,0.3,2,2.3,0.5,1.8,0.3,0,1.5,6,0,0,-7.8,15750000,0.00315
340,Anthony Roberson,MEM,23,4,4,0,7,3.5,1.5,3.3,46.2,0,0.8,0,0.5,0.5,100,0.3,0.5,0.8,0,1.5,0,0.3,1.3,3.7,0,0,-5,398762,7.98E-05
340,Beno Udrih,SAS,23,4,0,4,9.4,3.5,1.3,4,31.3,0,0.8,0,1,1.5,66.7,0,1.3,1.3,2.3,1.3,1,0,0.3,10.1,0,0,-2.5,904800,0.00018096
340,Chris Taft,GSW,21,4,1,3,8.9,3.5,1.3,2.5,50,0,0,0,1,1.5,66.7,0.5,1,1.5,0,0.8,0,0.3,1.8,5.3,0,0,-10,423762,8.48E-05
340,Kelvin Cato,DET,31,2,2,0,14,3.5,1.5,3,50,0,0,0,0.5,1,50,1.5,1,2.5,0.5,1.5,0,1,2.5,8.8,0,0,-1,8640000,0.001728
340,Malik Rose,NYK,31,4,2,2,13.4,3.5,1,3.5,28.6,0,0,0,1.5,2,75,0.3,2.5,2.8,0.5,1,0.3,0,2,7.3,0,0,-4.8,6979147,0.0013958294
340,Von Wafer,LAL,20,2,2,0,5.7,3.5,1,3,33.3,0,1,0,1.5,2,75,0,1,1,0.5,0,0,0,0,5.5,0,0,6,398762,7.98E-05
348,Dj Mbenga,DAL,25,5,3,2,10.4,3.4,1.2,2,60,0,0,0,1,1.6,62.5,0.4,2,2.4,0,0.8,0,0.4,2.4,6.7,0,0,-1.8,,
348,Deng Gai,PHI,24,5,2,3,17.2,3.4,1.4,2.2,63.6,0,0,0,0.6,1.2,50,1.6,1,2.6,0.4,1,0.6,2.2,4,14.5,0,0,-0.8,,
350,Bernard Robinson,CHA,25,6,3,3,17.1,3.3,1.5,5,30,0,0,0,0.3,0.8,40,1,1.3,2.3,1.5,0.8,1.3,0.2,2.2,12.1,0,0,-1.7,641747,0.0001283494
350,Dikembe Mutombo,HOU,40,6,6,0,21.1,3.3,0.7,3,22.2,0,0,0,2,2.2,92.3,1.8,5.3,7.2,0,1.2,0.5,1,2.3,15.3,0,0,3.7,2000000,0.0004
350,Ha Ha,POR,20,3,0,3,7.1,3.3,1,1.3,75,0,0,0,1.3,2.3,57.1,0,2,2,0,0,0.3,0,1,6.7,0,0,1.3,,
350,Travis Diener,ORL,24,6,4,2,11.7,3.3,0.8,3.7,22.7,0.5,2,25,1.2,1.5,77.8,0.3,0.8,1.2,1.2,0.5,0.8,0,1.2,8.5,0,0,-1.7,398762,7.98E-05
354,Greg Ostertag,UTA,33,4,1,3,12.5,3.3,1,2.3,44.4,0,0,0,1.3,2.3,55.6,1.5,4.3,5.8,0.5,1.3,0.3,0.5,2.3,11.9,0,0,4.5,4400000,0.00088
355,Lonny Baxter,CHA,27,5,4,1,10.4,3.2,1.6,2.6,61.5,0,0,0,0,0,0,1,2.2,3.2,0.2,1.6,0.4,0,2.2,6.9,0,0,2.2,745248,0.0001490496
355,Robert Horry,SAS,35,5,0,5,16.5,3.2,1.2,5.8,20.7,0.8,3.2,25,0,0,0,0.2,1.6,1.8,1.6,0.2,0.8,0.4,2.6,11.2,0,0,0.8,3000000,0.0006
355,Ryan Bowen,HOU,30,5,4,1,16.6,3.2,1.4,2.6,53.8,0,0,0,0.4,0.6,66.7,0.8,0.8,1.6,0.2,0.8,1.4,0.8,2.4,11.2,0,0,0.8,900498,0.0001800996
358,Gerald Green,BOS,20,7,3,4,10.1,3.1,1.1,3.7,30.8,0.1,0.6,25,0.7,1.1,62.5,0,0.4,0.4,0.3,0.6,0.1,0.1,0.9,4.4,0,0,-4,1253040,0.000250608
359,Kendrick Perkins,BOS,21,8,3,5,16,3.1,0.9,2.5,35,0,0,0,1.4,2.5,55,1,4.5,5.5,1.3,1.8,0.4,1.5,2.9,15.5,0,0,-6.5,936480,0.000187296
360,Aaron Miles,GSW,23,4,1,3,11.9,3,1.5,2.8,54.5,0,0,0,0,0,0,0.3,1.3,1.5,1,0,0.3,0,1,7.1,0,0,-2.8,,
360,Bryon Russell,DEN,35,1,0,1,10.9,3,0,1,0,0,0,0,3,4,75,1,1,2,1,0,0,0,2,6.9,0,0,-7,1138500,0.0002277
360,Dijon Thompson,PHX,23,4,2,2,4.3,3,1.3,1.8,71.4,0.5,1,50,0,0,0,0,0.8,0.8,0,0.5,0,0,0.3,3.4,0,0,2.5,398762,7.98E-05
360,Julius Hodge,DEN,22,2,1,1,6.8,3,1.5,2,75,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1.5,2.5,0,0,-0.5,1148760,0.000229752
360,Laron Profit,LAL,28,3,2,1,11.5,3,1.3,4.3,30.8,0,1,0,0.3,0.7,50,1.7,1,2.7,2,0.3,0,0,0.7,8.9,0,0,8.7,835810,0.000167162
360,Mark Madsen,MIN,30,6,2,4,16,3,1.5,2.8,52.9,0,0.2,0,0,1.3,0,1.5,1.3,2.8,0.2,0.7,0.3,0.3,2.3,8,0,0,1,2000000,0.0004
360,Milt Palacio,UTA,28,5,1,4,13.6,3,0.6,2.2,27.3,0,0,0,1.8,2.8,64.3,0.4,0.4,0.8,2.4,1.4,0.2,0,1.2,6.8,0,0,-1.4,1400000,0.00028
367,Eddie Basden,CHI,23,6,3,3,13.2,2.8,0.7,2.3,28.6,0.2,0.5,33.3,1.3,3.2,42.1,0.8,2,2.8,1.2,0.5,0.5,0.3,2.5,10,0,0,2.8,398762,7.98E-05
368,Antonio Davis,TOR,37,4,2,2,8.7,2.8,0.3,1.3,20,0,0,0,2.3,3.5,64.3,1,2.5,3.5,0,0.8,0,0.3,1.8,7,0,0,-1.3,13865000,0.002773
368,Eddie Gill,IND,27,8,5,3,10.6,2.8,0.9,2.4,36.8,0.3,1,25,0.8,1,75,0.3,0.8,1,1.3,0.4,0.8,0,1.4,7.7,0,0,1.1,835810,0.000167162
368,Juan Dixon,POR,27,4,1,3,10.3,2.8,0.8,4.8,15.8,0,1.5,0,1.3,1.3,100,0.3,0.5,0.8,0.8,0.8,0,0,1.3,4,0,0,-6.3,2500000,0.0005
368,Orien Greene,BOS,24,8,3,5,17,2.8,1,1.8,57.1,0,0,0,0.8,1.5,50,0.3,1.5,1.8,3,1,1.4,0.1,2.6,12.9,0,0,2.9,398762,7.98E-05
372,Alex Acker,DET,23,6,3,3,8.2,2.7,0.7,2.5,26.7,0.2,0.7,25,1.2,1.3,87.5,0.3,1.2,1.5,2.5,0.7,0.8,0,1.3,10.1,0,0,-1.2,398762,7.98E-05
372,Boniface Ndong,LAC,28,3,2,1,7.9,2.7,1.3,3.3,40,0,0,0,0,0,0,1,0,1,0.3,0.7,0.3,0.3,1.3,5.7,0,0,1.3,,
372,Danny Fortson,SEA,30,3,2,1,11.8,2.7,0.3,2,16.7,0,0,0,2,3,66.7,1.7,1.3,3,0,1.3,0,0,3,4.9,0,0,-4,6207670,0.001241534
372,Johan Petro,SEA,20,6,2,4,15.8,2.7,1,2.2,46.2,0,0,0,0.7,1,66.7,0.8,2.2,3,0.2,0.8,0.5,1,2.7,10.2,0,0,-1.7,936600,0.00018732
372,Jumaine Jones,CHA,27,3,2,1,9.2,2.7,1.3,2.3,57.1,0,0,0,0,0,0,0.7,1.3,2,0.3,0.3,0.3,0,1.3,6.2,0,0,4.7,1875000,0.000375
372,Slava Medvedenko,LAL,27,3,2,1,9.3,2.7,1.3,2.7,50,0,0,0,0,0,0,1,0.7,1.7,0.7,1,0.3,0.3,1,6.7,0,0,2.3,3000000,0.0006
378,Bruce Bowen,SAS,35,5,0,5,14,2.6,1,3,33.3,0.6,2,30,0,0.4,0,0.4,1.4,1.8,1.2,1,0.8,0,2,8,0,0,-2.6,3375000,0.000675
378,Earl Barron,MIA,24,5,2,3,8.4,2.6,1,3,33.3,0,0,0,0.6,0.8,75,0.6,0.6,1.2,0,0,0.6,0,1.4,5.8,0,0,-0.4,641748,0.0001283496
378,Linton Johnson,NOK,26,5,3,2,14.1,2.6,1.2,3.8,31.6,0,0.4,0,0.2,0.4,50,0.8,3.2,4,1.4,1.2,1,0.2,2,11.9,0,0,-5.8,719373,0.0001438746
381,Alan Henderson,CLE,33,6,3,3,15.9,2.5,1,2.2,46.2,0,0,0,0.5,0.8,60,2,2.2,4.2,0.3,0.7,0.5,0.2,1.7,9.3,0,0,3.8,719373,0.0001438746
381,Lawrence Roberts,MEM,23,2,1,1,17.3,2.5,0.5,2,25,0,0,0,1.5,2,75,2,4,6,0.5,2,2,0,3,14.5,0,0,-1.5,398762,7.98E-05
381,Pat Burke,PHX,32,4,2,2,12.2,2.5,1.3,3,41.7,0,0,0,0,0,0,0.3,2.8,3,0.3,1,0.8,0.5,1.8,9.2,0,0,6.3,750000,0.00015
381,Rawle Marshall,DAL,24,6,4,2,11.1,2.5,0.7,1.8,36.4,0,0,0,1.2,1.5,77.8,0.2,1.2,1.3,0.7,0.3,0.3,0.2,1,6.3,0,0,-6.3,398762,7.98E-05
381,Royal Ivey,ATL,24,2,0,2,18.1,2.5,1,3,33.3,0,0.5,0,0.5,1,50,0.5,0.5,1,0.5,1,0,0,2,3.5,0,0,-10.5,641748,0.0001283496
